state,postcode,count,latitude,longitude
VIC,3858,2334,-37.9565,146.7709
WA,6415,2333,-31.4858,118.2791
NSW,2159,2331,-33.637,151.0543
NSW,2191,2328,-33.9062,151.088
QLD,4804,2310,-20.6389,147.7833
NT,0880,2309,-12.2155,136.7171
NSW,2831,2306,-31.5428,147.6371
NSW,2587,2301,-34.5354,148.3462
TAS,7260,2299,-41.1631,147.5066
TAS,7300,2298,-41.5708,147.1728
SA,5254,2297,-35.0577,139.18
NSW,2292,2293,-32.922,151.7349
WA,6536,2291,-27.7216,114.1617
WA,6022,2278,-31.8501,115.8117
SA,5725,2276,-30.5607,136.9008
QLD,4415,2274,-26.6395,150.1951
TAS,7322,2274,-41.0444,145.8227
VIC,3241,2268,-38.2557,143.9829
NSW,2178,2248,-33.8718,150.8016
QLD,4355,2244,-27.2352,152.0496
NSW,2081,2226,-33.6194,151.15
NSW,2214,2222,-33.9387,150.9843
NSW,2225,2210,-34.0041,151.0805
VIC,3775,2210,-37.6427,145.3736
QLD,4275,2208,-28.0204,153.1565
VIC,3918,2203,-38.3398,145.1735
QLD,4626,2202,-25.6359,151.2475
SA,5172,2198,-35.2776,138.5631
QLD,4581,2196,-25.7361,153.1065
WA,6290,2192,-34.3053,115.1626
WA,6271,2185,-33.5509,115.5519
VIC,3944,2184,-38.3258,144.7172
QLD,4174,2184,-27.4509,153.13
SA,5212,2174,-35.5284,138.6776
TAS,7252,2173,-41.1731,147.0413
OT,2899,2165,-29.0365,167.9593
QLD,4303,2156,-27.5985,152.8428
WA,6081,2148,-31.8713,116.1546
NSW,2286,2139,-32.9085,151.5821
VIC,3431,2132,-37.4563,144.6807
QLD,4406,2130,-27.1843,150.8578
VIC,3549,2121,-34.6165,142.7703
QLD,4568,2119,-26.3639,152.8542
VIC,3797,2110,-37.8003,145.636
QLD,4516,2096,-27.0277,152.9487
SA,5461,2094,-34.1241,138.4214
NSW,2538,2089,-35.3317,150.4216
QLD,4362,2084,-28.0445,151.9932
QLD,4887,2077,-17.3952,145.3387
NSW,2581,2065,-34.7934,149.2764
TAS,7171,2061,-42.7948,147.5275
QLD,4313,2060,-27.0965,152.3808
NSW,2578,2057,-34.6541,150.2998
VIC,3919,2055,-38.3549,145.1981
NSW,2643,2049,-35.9799,146.6325
QLD,4753,2042,-21.15,148.9504
SA,5174,2036,-35.3281,138.4615
NSW,2346,2035,-30.7424,150.7298
VIC,3871,2011,-38.4078,146.1669
NSW,2804,2005,-33.5717,148.6569
VIC,3154,2001,-37.8576,145.3126
VIC,3781,1999,-37.937,145.4966
VIC,3892,1999,-37.5545,149.7529
QLD,4718,1998,-24.5928,149.9013
NSW,2329,1982,-32.1079,150.2582
QLD,4008,1978,-27.4112,153.1144
VIC,3393,1977,-36.2452,142.3983
SA,5522,1972,-33.5909,137.9347
NSW,2825,1970,-31.5939,147.1749
WA,6083,1967,-31.7616,116.2113
NSW,2628,1965,-36.3778,148.797
VIC,3093,1965,-37.7295,145.1181
VIC,3478,1965,-36.6686,143.2663
VIC,3568,1965,-35.8102,144.2119
VIC,3458,1963,-37.409,144.3247
VIC,3304,1960,-38.0803,141.561
VIC,3418,1956,-36.3107,141.6482
TAS,7275,1956,-41.2949,146.919
QLD,4725,1948,-23.5653,145.3004
VIC,3913,1946,-38.2612,145.1819
QLD,4745,1946,-22.5875,148.3506
NSW,2648,1942,-34.0013,141.9665
NSW,2701,1933,-34.7969,147.2018
VIC,3435,1931,-37.2638,144.7359
QLD,4153,1929,-27.4904,153.1285
VIC,3266,1928,-38.3615,143.0982
NSW,2471,1927,-29.0007,153.2622
VIC,3357,1927,-37.6506,143.8855
NSW,2776,1915,-33.6907,150.5437
WA,6315,1908,-33.3048,117.3291
NSW,2866,1907,-33.0746,148.891
QLD,4512,1905,-27.0407,152.8662
SA,5433,1900,-32.3409,138.0495
WA,6720,1899,-20.6731,117.1487
NSW,2644,1898,-35.7451,147.3194
NSW,2783,1898,-33.7201,150.4326
SA,5374,1895,-34.1582,139.1448
QLD,4882,1894,-17.2109,145.4652
WA,6284,1888,-33.8532,115.0864
VIC,3685,1887,-36.0534,146.4641
SA,5267,1887,-36.1223,140.361
NSW,2466,1883,-29.4018,153.3517
WA,6073,1879,-31.9028,116.1668
NSW,2108,1866,-33.6023,151.3209
VIC,3815,1864,-38.0927,145.7184
SA,5250,1858,-35.047,138.8663
SA,5155,1838,-35.011,138.7644
NSW,2334,1832,-32.6768,151.3912
NSW,2775,1830,-33.3821,151.0215
VIC,3793,1828,-37.8744,145.4145
SA,5235,1826,-34.7174,139.0692
WA,6175,1826,-32.4441,115.7558
SA,5523,1821,-33.3612,138.1908
QLD,4472,1819,-24.4422,145.4767
SA,5491,1819,-33.2025,138.6106
TAS,7467,1819,-42.0824,145.5535
VIC,3373,1817,-37.4282,143.3771
TAS,7303,1817,-41.5282,146.8352
QLD,4270,1816,-27.8714,153.1244
VIC,3114,1813,-37.781,145.217
SA,5160,1813,-35.1107,138.4984
QLD,4601,1812,-26.1458,152.0702
SA,5245,1810,-35.0294,138.81
VIC,3911,1809,-38.1941,145.1671
NSW,2157,1807,-33.5892,151.0057
VIC,3885,1806,-37.5822,147.9836
NSW,2267,1805,-33.0712,151.5873
VIC,3022,1804,-37.7777,144.802
SA,5417,1803,-33.6517,138.9227
NT,0860,1798,-19.649,134.1912
QLD,4358,1798,-27.7319,151.8542
SA,5605,1788,-34.362,136.0987
VIC,3980,1785,-38.2112,145.3568
TAS,7262,1783,-40.9951,147.4229
NSW,2347,1771,-30.3428,150.5827
VIC,3959,1764,-38.7821,146.103
VIC,3268,1760,-38.4978,142.9536
TAS,7053,1758,-42.9471,147.3479
QLD,4117,1757,-27.653,153.0841
TAS,7007,1754,-42.9175,147.3233
NSW,2653,1752,-35.7726,148.0095
WA,6751,1752,-22.6636,117.8132
VIC,3816,1747,-38.1055,145.7704
NSW,2306,1742,-32.9924,151.6803
WA,6125,1740,-32.3623,115.9686
NT,0828,1738,-12.4324,130.9265
NSW,2084,1729,-33.6781,151.2173
TAS,7116,1727,-43.1794,146.9589
NSW,2732,1725,-35.6028,144.1437
NSW,2849,1722,-32.7865,150.0374
QLD,4884,1722,-17.2733,145.6042
NSW,2669,1712,-33.7029,146.7414
QLD,4674,1711,-24.5127,151.9028
SA,5431,1710,-32.7106,138.5622
NSW,2824,1699,-31.6599,147.834
VIC,3370,1698,-37.2884,143.788
NSW,2328,1695,-32.3879,150.6717
WA,6044,1688,-31.0168,115.3507
WA,6503,1684,-31.3012,115.8312
NSW,2336,1682,-32.1525,150.8992
SA,5256,1676,-35.4413,138.9521
SA,5602,1674,-33.6669,136.9055
WA,6282,1673,-33.6686,115.0501
SA,5020,1670,-34.8646,138.4854
SA,5157,1654,-35.1449,138.6748
NT,0852,1653,-15.7095,132.2096
VIC,3364,1653,-37.3567,143.957
TAS,7256,1650,-39.9362,143.9474
QLD,4344,1648,-27.5708,152.1053
QLD,4809,1644,-19.5624,147.1407
SA,5259,1644,-35.3572,139.3575
SA,5213,1642,-35.5094,138.718
SA,5121,1639,-34.6849,138.6425
VIC,3770,1628,-37.7265,145.4068
QLD,4387,1627,-28.4435,151.1063
NSW,2352,1624,-31.0588,151.055
NSW,2832,1622,-30.0113,148.1101
VIC,3898,1620,-37.0618,147.4487
QLD,4385,1616,-28.8462,151.1644
WA,6442,1613,-31.2069,121.6363
SA,5094,1610,-34.8374,138.5952
QLD,4849,1608,-18.2696,146.0293
SA,5222,1608,-35.7709,137.897
WA,6304,1605,-32.1319,116.9095
VIC,3202,1602,-37.9552,145.0842
WA,6071,1600,-31.9062,116.1049
NSW,2656,1599,-35.226,146.7796
QLD,4613,1595,-26.1802,151.5289
SA,5320,1590,-34.0652,139.6449
VIC,3812,1584,-38.0628,145.5594
WA,6070,1584,-31.9151,116.0772
NSW,2847,1580,-33.3558,149.9835
VIC,3438,1580,-37.4625,144.602
NSW,2786,1579,-33.5609,150.2778
QLD,4342,1564,-27.5531,152.3948
NSW,2402,1560,-29.5065,150.5819
WA,6535,1559,-28.3427,114.5721
QLD,4890,1554,-17.6878,141.0835
VIC,3927,1550,-38.3911,145.1667
SA,5154,1549,-35.0155,138.7381
NSW,2472,1542,-29.0589,153.3752
VIC,3821,1537,-38.1569,145.9536
QLD,4490,1537,-28.0874,145.5946
QLD,4156,1528,-27.5508,153.1394
VIC,3115,1525,-37.746,145.2756
WA,6237,1525,-33.4757,115.689
TAS,7120,1522,-42.3495,147.4356
WA,6308,1519,-32.5709,116.9928
VIC,3315,1517,-37.5673,141.6825
SA,5241,1516,-34.9025,138.8758
NSW,2296,1515,-32.9152,151.7485
QLD,4465,1506,-26.5096,147.9647
SA,5260,1504,-35.2574,139.4597
NSW,2294,1503,-32.9123,151.7654
SA,5264,1503,-35.7432,139.3592
VIC,3472,1500,-36.8581,143.731
VIC,3264,1493,-38.2394,142.9144
QLD,4719,1493,-25.0356,150.1467
VIC,3929,1491,-38.468,145.0104
WA,6082,1491,-31.866,116.2115
VIC,3638,1487,-36.0566,145.1974
NSW,2382,1474,-30.6892,150.0589
QLD,4746,1471,-22.8049,148.7066
NSW,2675,1469,-33.4759,145.5497
WA,6244,1458,-33.8507,116.4683
VIC,3847,1455,-38.1602,146.7897
WA,6510,1452,-30.6482,116.0154
VIC,3265,1449,-38.2628,142.8216
QLD,4627,1449,-25.3371,151.087
QLD,4722,1449,-24.1631,148.0666
TAS,7184,1446,-43.111,147.7306
WA,6754,1441,-23.1997,117.6711
NSW,2559,1436,-34.0471,150.8096
NSW,2425,1431,-32.4482,151.9749
NSW,2834,1429,-29.4177,147.9804
VIC,3707,1429,-36.2073,147.9103
VIC,3311,1428,-37.5875,141.3973
QLD,4754,1425,-21.1616,148.8405
VIC,3282,1420,-38.2987,142.3676
QLD,4420,1417,-25.613,149.7646
QLD,4861,1416,-17.3483,145.9212
SA,5576,1415,-35.036,137.5894
VIC,3381,1410,-37.1482,142.5728
NSW,2848,1407,-32.8692,149.9715
NSW,2655,1405,-35.2661,147.115
WA,6077,1405,-31.775,115.8576
NSW,2778,1401,-33.7316,150.4827
NSW,2083,1390,-33.5307,151.2061
VIC,3937,1390,-38.3761,145.0209
NSW,2404,1386,-29.8749,150.5668
NSW,2738,1385,-34.1857,142.2272
NSW,2175,1377,-33.8428,150.8438
SA,5710,1376,-32.5134,137.8391
TAS,7016,1374,-42.8139,147.3544
NSW,2672,1372,-33.3056,146.3712
VIC,3699,1367,-36.7943,147.2213
QLD,4830,1366,-17.9118,139.2798
NT,0835,1361,-12.4921,131.0531
WA,6209,1361,-32.5495,115.7782
SA,5641,1354,-33.118,136.364
NSW,2449,1351,-30.6342,152.8214
SA,5583,1347,-35.0756,137.7387
WA,6426,1347,-31.3175,119.3634
SA,5201,1341,-35.1914,138.7512
VIC,3823,1340,-38.2116,146.0651
NSW,2729,1323,-35.2916,148.0372
WA,6395,1323,-33.8668,117.1506
TAS,7290,1317,-41.5063,147.0662
NSW,2712,1316,-35.6754,145.8102
QLD,4723,1315,-23.0912,148.0504
SA,5372,1314,-34.4535,138.8148
WA,6041,1314,-31.3241,115.5331
NSW,2278,1309,-32.9342,151.58
TAS,7212,1307,-41.5616,147.2811
WA,6275,1306,-33.9984,115.7331
WA,6443,1306,-32.1535,122.1306
VIC,3480,1299,-36.3684,142.9711
WA,6029,1294,-31.874,115.7581
NSW,2381,1292,-31.2625,150.1234
NSW,2231,1291,-34.0126,151.206
WA,6390,1290,-32.8067,116.4851
VIC,3234,1288,-38.6472,143.874
WA,6121,1284,-32.2137,115.935
VIC,3414,1279,-36.4365,142.0333
NSW,2748,1277,-33.7932,150.7325
WA,6260,1276,-34.4407,116.0183
QLD,4742,1274,-21.7055,148.6445
WA,6236,1273,-33.4122,115.7821
NSW,2421,1271,-32.558,151.584
QLD,4608,1270,-26.3729,151.7842
VIC,3814,1265,-38.0944,145.6723
QLD,4738,1263,-21.6376,149.3097
NSW,2105,1254,-33.6437,151.2854
VIC,3272,1253,-38.0555,142.8078
VIC,3621,1253,-36.251,144.9617
VIC,3831,1250,-38.0065,145.9628
VIC,3515,1248,-36.7558,144.1213
NSW,2798,1246,-33.4474,149.1599
QLD,4600,1245,-26.1017,152.2397
SA,5413,1242,-34.0645,138.8416
NT,0873,1241,-23.7539,133.8767
VIC,3916,1241,-38.4174,145.055
NSW,2681,1237,-34.2389,146.1898
NSW,2823,1233,-32.0266,147.9715
NSW,2869,1233,-32.6862,148.1826
NSW,2651,1229,-35.1511,147.4593
WA,6348,1228,-33.9307,120.1295
TAS,7020,1225,-42.9688,147.4959
NSW,2338,1223,-31.7573,150.8585
NSW,2371,1213,-29.4073,151.7153
VIC,3090,1211,-37.6684,145.1187
QLD,4858,1208,-17.5906,146.0668
TAS,7021,1208,-42.9073,147.4938
SA,5550,1206,-34.1528,138.1827
SA,5412,1205,-34.156,138.738
NT,0875,1204,-23.6949,133.8353
VIC,3612,1196,-36.5894,145.0285
SA,5371,1196,-34.5301,138.7541
NSW,2844,1195,-32.0375,149.4005
SA,5040,1194,-34.9661,138.533
NSW,2843,1186,-31.823,149.7118
NSW,2658,1179,-35.5148,146.9994
VIC,3277,1176,-38.3961,142.6162
SA,5502,1174,-34.4638,138.5276
VIC,3159,1172,-37.9178,145.3839
VIC,3808,1172,-37.9974,145.4196
NSW,2341,1171,-31.3498,150.6456
QLD,4799,1168,-20.6615,148.6611
TAS,7025,1168,-42.7411,147.4287
NSW,2707,1167,-34.8392,145.9146
QLD,4574,1163,-26.5938,152.7617
VIC,3453,1158,-36.9646,144.2504
NSW,2845,1154,-33.4127,150.0624
QLD,4307,1151,-27.8068,152.6437
QLD,4823,1146,-20.871,141.6175
VIC,3783,1143,-37.9508,145.555
VIC,3440,1140,-37.4261,144.5634
SA,5272,1140,-37.055,140.3385
QLD,4410,1137,-26.7256,151.1225
TAS,7264,1137,-41.0401,148.0326
SA,5577,1135,-35.0025,137.2701
SA,5581,1135,-34.7702,137.8583
NSW,2556,1130,-33.9319,150.7295
QLD,4822,1125,-20.7287,143.0125
SA,5609,1122,-33.0455,137.495
VIC,3525,1121,-36.2651,143.3685
WA,6123,1120,-32.2873,115.9919
NSW,2406,1112,-28.9724,149.0071
OT,6798,1112,-10.4258,105.6762
VIC,3669,1111,-36.6376,145.7223
VIC,3501,1110,-34.2403,142.1747
QLD,4614,1109,-26.8459,151.9724
WA,6323,1103,-34.4888,117.6228
QLD,4876,1101,-10.888,142.3732
VIC,3788,1099,-37.8596,145.3711
NSW,2297,1098,-32.907,151.752
SA,5166,1097,-35.1193,138.4771
VIC,3328,1093,-38.0252,144.0485
NSW,2080,1092,-33.6509,151.1346
VIC,3683,1088,-36.1554,146.6027
VIC,3749,1088,-36.3214,146.8482
QLD,4419,1088,-26.0886,149.9406
QLD,4428,1088,-26.5519,149.1859
VIC,3462,1085,-37.1016,144.0576
WA,6306,1085,-32.367,117.0189
VIC,3518,1081,-36.414,143.6226
VIC,3675,1081,-36.4707,146.2198
WA,6438,1081,-28.8902,121.3339
NSW,2717,1077,-34.09,142.0559
VIC,3758,1077,-37.3614,145.0283
SA,5322,1077,-34.1562,139.9067
WA,6770,1072,-18.4148,127.766
VIC,3240,1071,-38.2585,144.145
QLD,4735,1071,-22.4275,142.8938
VIC,3634,1067,-36.2377,145.4795
WA,6514,1062,-30.0073,114.976
NSW,2730,1060,-35.5233,148.1394
NSW,2715,1059,-34.6178,143.5354
VIC,3517,1057,-36.5352,143.871
WA,6286,1053,-34.033,115.093
WA,6176,1051,-32.4332,115.7771
VIC,3610,1050,-36.603,145.2197
NSW,2660,1047,-35.6659,147.0446
VIC,3713,1047,-37.2323,145.9
QLD,4711,1045,-23.2643,150.4875
SA,5203,1044,-35.4753,138.3547
TAS,7210,1044,-41.9421,147.5341
SA,5304,1040,-35.2108,140.8874
VIC,3490,1038,-35.0762,142.2772
QLD,4480,1033,-26.6421,144.1288
TAS,7255,1030,-40.0769,148.0498
TAS,7302,1030,-41.7001,147.0313
WA,6556,1024,-31.8523,116.2742
VIC,3673,1022,-36.6828,146.0633
SA,5640,1021,-33.6692,136.48
NSW,2172,1018,-33.9664,150.9796
VIC,3371,1017,-37.1897,143.6897
WA,6603,1017,-30.8975,116.7257
VIC,3318,1016,-37.036,141.2885
NSW,2396,1014,-30.9375,149.0505
QLD,4373,1009,-28.3353,152.3117
SA,5340,1006,-34.1745,140.7974
WA,6391,1005,-33.0299,116.8323
WA,6740,1003,-15.3504,127.9562
VIC,3869,996,-38.3409,146.34
SA,5210,996,-35.348,138.624
VIC,3763,995,-37.5258,145.3518
WA,6537,994,-25.942,113.531
VIC,3467,993,-37.0874,143.4746
SA,5302,992,-35.3175,140.487
WA,6560,988,-31.7661,116.3741
TAS,7469,988,-41.8838,145.3078
SA,5356,987,-34.3898,139.1969
SA,5480,980,-33.1474,138.3226
SA,5495,980,-33.0062,138.0089
NSW,2739,979,-34.1671,142.1807
QLD,4400,979,-27.4765,151.8209
VIC,3854,978,-38.1237,146.5735
WA,6338,978,-34.3529,119.1234
NT,0840,976,-12.7622,130.4063
QLD,4486,971,-28.6538,148.1233
NSW,2793,970,-33.7983,148.8729
VIC,3285,970,-38.2725,141.8821
VIC,3321,970,-38.0977,144.0364
NSW,2839,960,-29.9343,146.8727
VIC,3701,956,-36.3937,147.35
QLD,4695,953,-23.8329,150.9456
NSW,2836,947,-31.294,143.3183
QLD,4808,947,-19.5516,147.3534
VIC,3294,946,-37.6363,142.3348
QLD,4743,945,-21.3535,148.1107
QLD,4347,944,-27.5972,152.1891
NSW,2312,943,-32.1101,152.3802
QLD,4678,942,-24.1449,151.5703
QLD,4009,937,-27.433,153.0896
SA,5357,937,-34.3554,139.6226
SA,5720,932,-31.1712,136.8123
VIC,3882,931,-37.804,147.7484
QLD,4569,929,-26.3383,152.82
VIC,3700,923,-36.212,147.1968
WA,6383,921,-32.0095,117.3831
SA,5731,919,-30.2384,138.544
SA,5242,917,-34.9927,138.8255
QLD,4886,916,-17.5203,145.6164
VIC,3992,914,-38.551,145.5575
WA,6407,912,-31.6486,117.2386
SA,5434,908,-31.8488,138.4095
WA,6262,903,-34.6843,116.0945
NSW,2716,902,-35.3501,145.7289
VIC,3720,899,-37.033,145.8736
QLD,4359,891,-27.7873,151.9603
WA,6375,891,-32.3221,117.8801
VIC,3962,882,-38.6493,146.3345
VIC,3281,881,-38.2909,142.4953
QLD,4417,879,-27.1505,149.0961
QLD,4554,878,-26.7282,152.9663
NSW,2784,875,-33.7257,150.4137
QLD,4346,870,-27.5659,152.5924
WA,6710,867,-21.6518,115.115
NSW,2629,865,-35.982,148.7025
VIC,3874,864,-38.5526,146.9166
VIC,3664,863,-36.9001,145.2405
WA,6418,861,-31.8657,118.1497
TAS,7470,861,-41.7778,145.5361
QLD,4354,844,-27.3035,151.8555
QLD,4454,844,-25.7756,148.6097
SA,5520,844,-33.7871,138.194
NSW,2545,843,-36.1067,150.0412
VIC,3641,842,-35.9135,145.4407
QLD,4155,841,-27.5136,153.169
NSW,2311,840,-32.383,151.5286
VIC,3269,840,-38.6236,143.033
SA,5354,839,-34.5599,139.5865
VIC,3870,838,-38.39,146.2811
SA,5401,836,-34.3278,138.6664
VIC,3558,834,-36.491,144.61
QLD,4856,834,-17.7381,145.9906
TAS,7117,834,-43.3137,147.0192
VIC,3698,833,-36.7329,147.152
WA,6346,833,-33.5997,120.0544
SA,5311,831,-34.6113,140.6073
VIC,3441,829,-37.4032,144.5889
WA,6642,826,-26.5687,118.5123
SA,5451,824,-34.0309,138.6835
SA,5233,823,-34.8194,138.8959
SA,5631,823,-34.2617,135.7343
WA,6562,823,-31.7592,116.4499
WA,6410,822,-31.634,117.7185
VIC,3537,821,-36.0991,143.7267
NSW,2702,819,-34.7983,147.0376
NSW,2706,816,-34.5763,145.9885
VIC,3878,815,-37.8965,147.6811
VIC,3341,810,-37.5733,144.3241
NSW,2625,808,-36.5042,148.3052
NT,0834,805,-12.5421,131.0302
VIC,3283,803,-38.2922,142.3284
SA,5464,803,-33.6686,138.3795
VIC,3446,800,-37.1919,144.3696
QLD,4478,800,-24.9245,146.2317
WA,6718,800,-20.7677,117.1489
NSW,2873,798,-32.276,147.3331
WA,6630,798,-28.516,115.5147
VIC,3312,797,-37.5272,141.3164
QLD,4724,795,-23.6211,146.6815
SA,5555,793,-33.7304,137.9051
VIC,3987,792,-38.3236,145.6734
VIC,3091,789,-37.6391,145.1335
QLD,4829,788,-23.3492,139.7826
NSW,2395,786,-31.5578,149.4111
VIC,3740,782,-36.7051,146.9072
VIC,3923,782,-38.4661,145.3002
NSW,2875,781,-32.9119,147.6493
VIC,3464,781,-37.0427,143.815
SA,5670,778,-33.5972,134.9552
WA,6502,778,-31.3852,116.0872
SA,5722,777,-30.451,137.1654
SA,5170,776,-35.2291,138.477
VIC,3580,771,-35.6395,144.1242
NSW,2476,769,-28.3983,152.5033
VIC,3584,768,-35.4587,143.6366
NT,0886,767,-12.675,132.8377
NSW,2568,767,-34.1353,150.7319
NSW,2818,767,-32.403,148.8199
NSW,2828,766,-31.3223,148.5063
SA,5582,766,-34.9091,137.7925
NSW,2631,763,-36.5661,149.3211
SA,5473,757,-33.2675,138.3592
SA,5481,757,-33.0179,138.2461
WA,6207,757,-32.5104,115.9348
SA,5570,755,-34.2449,138.0006
WA,6429,755,-30.9566,121.1555
WA,6335,754,-33.9344,118.0163
TAS,7468,751,-42.1519,145.3244
QLD,4709,750,-23.0338,148.3465
VIC,3211,749,-37.96,144.4961
WA,6511,749,-30.503,115.0676
WA,6460,745,-31.2936,116.8279
VIC,3242,743,-38.3356,143.7922
WA,6436,743,-29.6922,121.0301
SA,5234,741,-34.8191,138.9655
WA,6224,741,-33.2514,115.8365
QLD,4716,740,-24.5278,150.6074
QLD,4855,740,-17.8152,146.0124
SA,5342,740,-34.2435,140.569
VIC,3345,738,-37.5772,144.1071
VIC,3062,736,-37.6387,144.9557
VIC,3791,736,-37.8904,145.3871
VIC,3419,735,-36.3736,141.2438
VIC,3951,734,-38.4634,145.7961
TAS,7305,734,-41.3493,146.4242
VIC,3301,731,-37.7843,142.0129
NSW,2339,730,-31.6839,150.6599
QLD,4287,730,-28.2478,152.8331
VIC,3575,727,-36.0659,144.1014
VIC,3096,724,-37.6671,145.1848
VIC,3859,721,-37.9302,146.8596
WA,6318,720,-33.8521,117.6264
SA,5221,718,-35.7817,137.7686
TAS,7268,716,-41.2659,147.2147
VIC,3945,715,-38.3868,145.6922
VIC,3767,713,-37.8371,145.3572
WA,6646,713,-26.5935,120.2304
VIC,3766,711,-37.8195,145.3729
QLD,4383,711,-28.9199,151.9313
VIC,3988,710,-38.3289,145.784
WA,6353,708,-33.0785,118.4948
QLD,4673,703,-24.7183,152.0869
WA,6519,700,-29.5231,115.7068
TAS,7113,699,-43.0898,146.997
SA,5278,698,-37.5594,140.6996
SA,5301,698,-35.38,140.0113
SA,5460,696,-34.2885,138.5319
NSW,2879,694,-32.3656,142.4255
VIC,3289,694,-37.8792,142.2833
WA,6398,693,-34.966,116.7285
VIC,3390,691,-36.6066,142.4669
SA,5360,691,-34.4548,138.9269
VIC,3097,690,-37.6904,145.2428
NSW,2361,689,-29.2646,151.1283
VIC,3448,687,-37.0805,144.3576
VIC,3786,685,-37.8796,145.3363
WA,6623,685,-29.2044,116.0262
VIC,3409,682,-36.7913,141.8823
WA,6609,682,-30.2733,116.6696
QLD,4705,680,-22.8299,149.5476
VIC,3687,679,-36.013,146.3974
QLD,4492,679,-27.9445,143.3219
QLD,4416,678,-26.9421,150.0842
SA,5231,676,-34.7694,138.8574
VIC,3779,675,-37.5113,145.7493
SA,5344,675,-34.2748,140.5386
VIC,3324,671,-37.9496,143.3448
VIC,3533,668,-35.4757,142.8355
SA,5400,664,-34.4636,138.6749
QLD,4798,663,-20.8725,148.7786
QLD,4403,662,-27.3238,151.5796
VIC,3728,661,-36.1582,145.9203
VIC,3751,661,-37.5428,145.0276
QLD,4620,659,-25.6372,152.2917
SA,5202,659,-35.3961,138.4673
VIC,3688,658,-36.1195,146.6883
VIC,3332,657,-37.9615,144.1298
VIC,3477,657,-36.7117,143.2515
QLD,4360,657,-27.8503,151.8998
QLD,4427,657,-26.5819,149.3906
VIC,3424,656,-35.8791,142.0029
VIC,3483,651,-35.9713,142.9129
VIC,3527,651,-36.0728,143.2411
SA,5307,651,-35.1158,139.9442
SA,5485,651,-32.6426,138.1151
NSW,2353,648,-31.0089,151.0658
WA,6124,648,-32.3351,116.0548
QLD,4381,643,-28.7416,151.8777
NSW,2618,642,-35.1361,149.0477
QLD,4371,642,-28.196,152.2508
QLD,4707,637,-22.3334,149.5074
SA,5552,635,-34.0711,137.9247
WA,6365,635,-32.6792,118.1533
TAS,7022,635,-43.0268,147.4159
SA,5652,633,-33.0389,135.4597
VIC,3856,632,-38.0544,146.6275
VIC,3900,631,-36.9208,147.7419
TAS,7179,629,-43.0208,147.9204
NSW,2737,621,-34.5633,142.7548
VIC,3396,621,-35.7261,142.3591
SA,5266,621,-35.9193,140.0056
SA,5482,620,-32.8769,138.3466
QLD,4388,616,-28.5821,150.6768
NSW,2865,615,-33.1785,148.6791
TAS,7026,615,-42.6574,147.4224
WA,6253,612,-33.7899,115.9856
NSW,2359,611,-30.1675,151.0468
NSW,2842,611,-31.7989,149.1138
VIC,3646,609,-36.2796,145.6995
SA,5262,608,-36.8409,140.8955
NSW,2659,606,-35.7402,146.8852
QLD,4497,606,-28.5535,148.9293
WA,6713,606,-20.6645,116.7118
NSW,2584,604,-34.6729,148.6373
WA,6321,604,-34.2805,117.518
WA,6043,601,-31.1061,115.3771
NSW,2833,600,-29.5147,148.5752
VIC,3903,599,-37.8152,147.8627
WA,6522,599,-29.1872,115.453
NSW,2369,598,-29.9473,151.2154
QLD,4365,596,-28.0057,151.5863
QLD,4422,595,-27.5172,149.7781
SA,5270,590,-36.3699,140.6286
VIC,3795,588,-37.8305,145.4324
VIC,3933,588,-38.2479,145.1178
WA,6311,587,-32.8121,117.1798
VIC,3251,586,-38.1705,143.6464
WA,6765,585,-18.2145,125.5115
VIC,3384,579,-36.9841,143.0929
QLD,4408,579,-26.8911,151.4149
QLD,4571,579,-26.2553,152.8805
QLD,4726,579,-22.9015,145.2636
WA,6638,578,-28.0652,117.8467
WA,6369,577,-32.0579,118.4759
NSW,2409,576,-28.6259,150.3458
WA,6320,576,-34.0584,117.6464
NSW,2569,574,-34.1859,150.713
SA,5381,574,-33.9496,139.0677
SA,5580,571,-34.6745,137.7862
SA,5419,569,-33.3948,138.9142
NSW,2792,566,-33.6511,149.0475
TAS,7214,566,-41.5894,147.9313
VIC,3239,565,-38.5544,143.4551
VIC,3896,563,-37.2433,147.7116
WA,6288,562,-34.1901,115.138
VIC,3379,560,-37.5745,142.7147
VIC,3761,560,-37.5943,145.2814
SA,5131,559,-34.8128,138.7606
WA,6461,559,-31.1827,117.037
SA,5432,558,-32.2938,138.5417
WA,6165,557,-32.1976,115.7902
NSW,2355,555,-30.8179,151.1315
SA,5603,555,-33.9023,136.5145
NSW,2424,553,-31.807,152.1097
QLD,4477,553,-25.7618,146.623
WA,6405,553,-31.6218,117.01
NSW,2806,552,-33.4283,148.3658
VIC,3640,552,-36.001,145.4687
VIC,3787,551,-37.8665,145.352
NSW,2757,548,-33.5519,150.6972
WA,6501,548,-31.5694,115.9687
VIC,3270,547,-38.6016,142.8751
VIC,3639,545,-36.0138,145.0251
QLD,4891,545,-17.4829,140.8379
WA,6218,545,-32.9557,115.8995
WA,6392,544,-33.3428,116.7534
SA,5243,542,-34.9824,138.8487
VIC,3623,541,-36.4496,144.9815
VIC,3570,538,-36.5372,144.2511
VIC,3360,535,-37.6973,143.5531
VIC,3521,534,-37.1218,144.858
