state,postcode,count,latitude,longitude
WA,6281,8135,-33.6183,115.1028
WA,6208,8129,-32.6032,115.835
VIC,3025,8122,-37.8345,144.8505
QLD,4880,8115,-17.0,145.4221
NSW,2870,8099,-33.1335,148.1787
SA,5008,8093,-34.887,138.5684
VIC,3556,8083,-36.7148,144.2566
VIC,3067,8079,-37.8066,145.0022
NSW,2224,8074,-34.0146,151.1033
WA,6149,8066,-32.0662,115.8629
TAS,7050,8049,-42.9793,147.3033
QLD,4564,8038,-26.6102,153.0883
NSW,2291,8029,-32.9422,151.7506
TAS,7005,8028,-42.9065,147.3357
VIC,3137,8012,-37.8096,145.3155
WA,6036,7997,-31.6419,115.6987
WA,6031,7992,-31.6987,115.7987
SA,5011,7980,-34.8815,138.5349
VIC,3033,7960,-37.7416,144.8659
VIC,3190,7950,-37.9503,145.041
SA,5173,7928,-35.2778,138.4584
SA,5063,7910,-34.9499,138.6219
NSW,2209,7893,-33.9484,151.0756
QLD,4455,7891,-26.5527,148.7606
NT,0812,7876,-12.3888,130.9023
VIC,3106,7869,-37.7601,145.146
QLD,4014,7835,-27.3747,153.0785
VIC,3912,7832,-38.2216,145.1912
NSW,2033,7831,-33.9096,151.2226
ACT,2603,7811,-35.3253,149.1347
SA,5107,7808,-34.7831,138.6109
QLD,4018,7791,-27.3426,153.0384
VIC,3730,7783,-36.0187,146.0266
SA,5013,7773,-34.8497,138.5357
WA,6057,7745,-31.9444,116.0088
NSW,2050,7726,-33.8877,151.1777
SA,5072,7724,-34.9101,138.6778
TAS,7307,7714,-41.1988,146.487
WA,6170,7704,-32.2649,115.8295
VIC,3048,7702,-37.6527,144.9231
QLD,4820,7696,-20.0725,146.2488
QLD,4800,7686,-20.3637,148.5891
SA,5163,7671,-35.146,138.5251
SA,5014,7665,-34.8681,138.5148
NSW,2027,7647,-33.8741,151.2389
WA,6285,7642,-33.9597,115.0707
SA,5024,7631,-34.9269,138.5106
NSW,2192,7616,-33.9191,151.0889
QLD,4061,7596,-27.4443,152.9434
SA,5062,7592,-34.9785,138.6133
VIC,3143,7587,-37.8572,145.0197
QLD,4811,7561,-19.3188,146.8184
VIC,3144,7540,-37.8563,145.0347
TAS,7140,7539,-42.7081,146.9558
WA,6109,7537,-32.0492,115.9961
NSW,2030,7532,-33.8605,151.2799
NSW,2126,7529,-33.7251,151.0431
QLD,4067,7503,-27.4964,153.0008
VIC,3631,7488,-36.4102,145.4159
SA,5032,7480,-34.9257,138.5403
NSW,2043,7438,-33.9036,151.1856
VIC,3672,7427,-36.5537,145.9799
TAS,7008,7422,-42.8623,147.2973
SA,5291,7414,-37.8842,140.7225
NSW,2222,7395,-33.9636,151.0855
NSW,2477,7395,-28.8515,153.4388
NSW,2303,7384,-32.9288,151.746
SA,5068,7382,-34.9207,138.6528
SA,5097,7381,-34.8213,138.7072
NSW,2070,7377,-33.776,151.1705
QLD,4877,7372,-16.5116,145.4675
NSW,2227,7358,-34.0396,151.0859
VIC,3041,7355,-37.7338,144.9094
NSW,2710,7338,-35.5425,144.9453
NSW,2794,7326,-33.8364,148.6778
QLD,4660,7325,-25.183,152.3602
NSW,2284,7322,-32.9621,151.619
SA,5031,7282,-34.9225,138.5668
QLD,4615,7276,-26.6701,151.9651
NSW,2107,7273,-33.6323,151.3242
NSW,2749,7270,-33.7132,150.7084
NSW,2380,7269,-30.9825,150.2408
SA,5115,7269,-34.6611,138.6815
ACT,2906,7247,-35.4625,149.0933
NSW,2571,7242,-34.2081,150.6227
QLD,4060,7237,-27.4431,152.9878
QLD,4131,7212,-27.674,153.1338
NSW,2318,7211,-32.7566,151.8709
VIC,3909,7210,-37.867,148.0038
VIC,3585,7205,-35.3434,143.5471
NSW,2548,7198,-36.8793,149.9147
NSW,2483,7196,-28.5096,153.531
NSW,2448,7194,-30.6327,152.9949
ACT,2607,7192,-35.3683,149.0973
NSW,2097,7177,-33.7317,151.2941
QLD,4159,7177,-27.4977,153.2159
WA,6147,7167,-32.0429,115.9268
QLD,4553,7144,-26.7481,153.0278
VIC,3915,7127,-38.3045,145.1805
WA,6066,7126,-31.8401,115.8961
WA,6725,7104,-17.9627,122.2243
SA,5051,7098,-35.0303,138.6197
VIC,3465,7097,-37.0455,143.7331
VIC,3691,7096,-36.1962,146.9723
QLD,4161,7080,-27.5275,153.2242
NSW,2029,7072,-33.8726,151.2705
SA,5042,7064,-35.0045,138.5769
WA,6162,7061,-32.0674,115.7642
SA,5037,7046,-34.9551,138.5599
NSW,2502,7043,-34.4853,150.8764
WA,6722,7033,-20.4089,118.6082
NSW,2024,7016,-33.9026,151.2598
QLD,4343,7012,-27.5795,152.2743
VIC,3197,7001,-38.0724,145.1363
QLD,4054,6998,-27.4027,152.9538
WA,6058,6972,-31.984,116.0081
NSW,2069,6952,-33.7838,151.1881
SA,5087,6952,-34.8723,138.6459
SA,5044,6934,-34.9925,138.5265
NSW,2517,6928,-34.3479,150.9072
WA,6017,6902,-31.9028,115.821
QLD,4671,6894,-25.0571,151.873
VIC,3107,6868,-37.7649,145.1128
WA,6154,6865,-32.0383,115.8248
VIC,3085,6864,-37.723,145.0773
SA,5280,6853,-37.5704,140.2957
VIC,3206,6850,-37.8471,144.9565
VIC,3300,6849,-37.7396,142.0247
ACT,2902,6841,-35.3867,149.0606
NSW,2400,6826,-29.459,149.8302
NSW,2766,6819,-33.7739,150.8402
SA,5096,6814,-34.8048,138.6549
VIC,3191,6808,-37.9533,145.0158
NSW,2443,6800,-31.6561,152.7804
NSW,2299,6796,-32.908,151.7033
NSW,2705,6782,-34.5428,146.3797
NSW,2103,6773,-33.6759,151.3043
VIC,3139,6765,-37.7833,145.5072
NSW,2305,6755,-32.9272,151.7086
NSW,2429,6731,-31.8634,152.3307
VIC,3061,6704,-37.6653,144.9597
VIC,3060,6697,-37.7056,144.9684
SA,5007,6678,-34.9022,138.5722
WA,6052,6678,-31.9147,115.8877
WA,6023,6634,-31.8335,115.7768
WA,6024,6595,-31.8314,115.8044
NSW,2125,6548,-33.7469,151.0363
QLD,4883,6546,-17.2714,145.4869
VIC,3644,6526,-35.9193,145.6577
NSW,2630,6516,-36.2205,149.1385
WA,6007,6505,-31.9363,115.8379
SA,5255,6489,-35.2656,138.9075
NSW,2061,6480,-33.8467,151.2135
ACT,2600,6458,-35.3117,149.1155
QLD,4520,6458,-27.3529,152.8491
VIC,3444,6444,-37.2245,144.4656
NSW,2064,6435,-33.8102,151.1843
NT,0822,6433,-12.6933,131.4516
NSW,2390,6407,-30.3375,149.7982
SA,5041,6402,-34.9817,138.5919
SA,5061,6397,-34.9537,138.6063
SA,5065,6385,-34.9391,138.6382
NSW,2208,6380,-33.9394,151.0995
VIC,3777,6378,-37.6497,145.517
WA,6063,6374,-31.8645,115.9398
NSW,2464,6358,-29.4367,153.343
VIC,3975,6354,-38.0615,145.2525
NSW,2152,6349,-33.7885,150.9935
NSW,2023,6329,-33.883,151.2578
SA,5046,6321,-35.008,138.5399
VIC,3437,6319,-37.4989,144.5938
SA,5271,6314,-36.9353,140.7177
VIC,3189,6312,-37.9409,145.0547
WA,6016,6306,-31.9199,115.8302
NSW,2071,6303,-33.7648,151.1622
VIC,3225,6278,-38.2712,144.6242
NSW,2871,6269,-33.389,147.9864
SA,5098,6269,-34.8307,138.6436
NSW,2564,6245,-33.9919,150.8906
SA,5012,6245,-34.8621,138.5485
NSW,2731,6226,-36.0886,144.7473
VIC,3019,6210,-37.7864,144.8544
VIC,3151,6201,-37.8529,145.1472
QLD,4380,6200,-28.6684,151.9155
SA,5084,6200,-34.8602,138.5915
VIC,3177,6186,-37.9918,145.2407
QLD,4413,6172,-26.7339,150.6365
VIC,3996,6171,-38.6331,145.7247
NSW,2177,6161,-33.8925,150.8822
SA,5034,6145,-34.9541,138.5903
VIC,3764,6136,-37.291,144.9489
SA,5039,6124,-34.9797,138.5728
VIC,3803,6099,-38.0062,145.2703
TAS,7015,6099,-42.8455,147.3576
VIC,3111,6057,-37.7913,145.1844
SA,5006,6052,-34.9073,138.5979
NSW,2115,6044,-33.8122,151.0587
NSW,2515,6038,-34.3063,150.9286
WA,6166,6032,-32.1297,115.7803
NSW,2535,5983,-34.8129,150.7128
WA,6038,5957,-31.6171,115.6854
NSW,2769,5946,-33.7061,150.9042
NSW,2038,5942,-33.882,151.1707
NSW,2226,5942,-34.0112,151.0644
VIC,3984,5936,-38.3698,145.5054
QLD,4311,5931,-27.4604,152.5214
SA,5033,5905,-34.9385,138.5607
TAS,7109,5898,-43.0714,147.0297
SA,5015,5890,-34.8443,138.4991
WA,6172,5884,-32.3607,115.7561
SA,5116,5872,-34.6248,138.7315
SA,5075,5834,-34.8682,138.676
QLD,4744,5833,-22.0024,148.0531
SA,5558,5807,-34.0671,137.5777
NSW,2044,5803,-33.9158,151.1716
SA,5081,5803,-34.8923,138.6164
WA,6006,5803,-31.9273,115.8538
NSW,2025,5802,-33.8867,151.2423
WA,6035,5786,-31.5463,115.6398
VIC,3034,5785,-37.7615,144.8623
QLD,4563,5780,-26.4157,152.9053
NSW,2039,5757,-33.8636,151.1707
NSW,2774,5753,-33.7392,150.6172
VIC,3105,5752,-37.7693,145.0923
WA,6401,5740,-31.6502,116.6721
SA,5019,5721,-34.8475,138.4853
QLD,4552,5718,-26.7516,152.8273
NSW,2086,5714,-33.7479,151.2276
SA,5238,5704,-34.8737,139.4057
WA,6211,5704,-32.6433,115.6393
NSW,2337,5701,-32.0256,150.8891
NSW,2072,5690,-33.7552,151.1512
NSW,2627,5686,-36.4255,148.6117
VIC,3089,5681,-37.6724,145.1543
VIC,3052,5671,-37.7841,144.9481
VIC,3167,5666,-37.9237,145.0945
NSW,2646,5658,-35.9457,146.3621
SA,5066,5654,-34.9381,138.6648
VIC,3953,5645,-38.472,145.9597
WA,6011,5624,-31.9949,115.7593
NSW,2136,5619,-33.8926,151.0878
NSW,2317,5619,-32.7231,152.081
NSW,2174,5617,-33.9612,150.8571
QLD,4511,5616,-27.0738,153.1082
VIC,3377,5603,-37.2826,142.9257
ACT,2601,5580,-35.2811,149.1288
NSW,2085,5562,-33.7294,151.2121
QLD,4070,5557,-27.5645,152.8773
NSW,2163,5547,-33.885,150.974
QLD,4562,5545,-26.465,152.9682
TAS,7004,5542,-42.8943,147.3136
SA,5341,5539,-34.1661,140.7319
SA,5501,5530,-34.5569,138.4819
NSW,2720,5527,-35.3272,148.2346
QLD,4873,5526,-16.3793,145.3897
TAS,7325,5517,-41.0086,145.7097
NSW,2525,5513,-34.4339,150.8529
ACT,2605,5507,-35.3325,149.0913
QLD,4741,5490,-21.135,148.9197
SA,5069,5487,-34.9091,138.6277
WA,6012,5484,-32.0126,115.7623
VIC,3026,5481,-37.8028,144.7741
WA,6150,5459,-32.0575,115.8355
SA,5607,5456,-34.4576,135.6703
QLD,4108,5447,-27.5665,153.0345
WA,6225,5446,-33.363,116.1601
SA,5161,5444,-35.0959,138.5355
NSW,2370,5440,-29.7349,151.7532
VIC,3629,5434,-36.3795,145.3379
NSW,2463,5432,-29.472,153.2185
VIC,3148,5426,-37.8812,145.1001
VIC,3660,5394,-37.0316,145.1601
VIC,3116,5364,-37.752,145.3171
SA,5355,5340,-34.4652,138.9939
ACT,2904,5338,-35.4107,149.1041
NSW,2133,5336,-33.8969,151.1042
NSW,2087,5331,-33.7645,151.2141
WA,6333,5324,-34.9704,117.2743
WA,6232,5308,-33.314,115.7196
NSW,2316,5305,-32.7729,152.0788
NSW,2298,5300,-32.9042,151.7222
NSW,2119,5277,-33.7529,151.0644
NSW,2156,5257,-33.6798,150.9882
NSW,2820,5250,-32.5806,148.9624
QLD,4737,5241,-21.422,149.2244
VIC,3450,5220,-37.0645,144.2177
QLD,4065,5210,-27.4598,152.9818
SA,5049,5202,-35.0374,138.5253
TAS,7173,5185,-42.8633,147.6416
NSW,2106,5159,-33.6564,151.3156
NSW,2489,5157,-28.382,153.5629
NSW,2431,5152,-30.8957,153.0426
QLD,4224,5148,-28.1464,153.4921
QLD,4561,5141,-26.552,152.9777
QLD,4073,5131,-27.545,152.9516
NSW,2447,5119,-30.7219,152.914
NSW,2132,5118,-33.881,151.1159
NSW,2335,5115,-32.6573,151.3615
VIC,3054,5072,-37.7852,144.9715
QLD,4130,5072,-27.667,153.2135
QLD,4021,5065,-27.2249,153.0841
SA,5064,5028,-34.9577,138.6415
ACT,2912,5015,-35.183,149.1364
SA,5016,4991,-34.8232,138.4959
QLD,4514,4988,-26.9638,152.7667
ACT,2900,4979,-35.4178,149.0697
VIC,3049,4946,-37.6757,144.8907
QLD,4865,4943,-17.1001,145.7705
VIC,3351,4933,-37.6432,143.6165
NSW,2130,4926,-33.8916,151.1375
NSW,2110,4921,-33.8322,151.1482
QLD,4340,4907,-27.6717,152.56
VIC,3757,4906,-37.5002,145.1488
NSW,2173,4905,-33.9549,150.9439
WA,6084,4899,-31.6185,116.048
QLD,4272,4898,-27.9351,153.196
VIC,3620,4894,-36.3102,145.0516
VIC,3925,4856,-38.5242,145.3575
NSW,2028,4849,-33.877,151.243
NSW,2590,4840,-34.647,148.0109
NSW,2754,4823,-33.5751,150.7133
NSW,2102,4806,-33.6866,151.2935
SA,5090,4803,-34.8424,138.6991
QLD,4104,4800,-27.5153,153.0137
QLD,4154,4792,-27.4845,153.1556
SA,5047,4792,-35.0254,138.5503
NSW,2048,4790,-33.8927,151.1667
NSW,2445,4789,-31.5681,152.8405
QLD,4519,4786,-26.8539,152.9383
QLD,4677,4779,-24.2439,151.8377
QLD,4173,4774,-27.4753,153.1318
QLD,4129,4761,-27.6819,153.1835
VIC,3094,4756,-37.7187,145.1246
QLD,4854,4749,-17.9574,145.9383
VIC,3956,4737,-38.6823,145.8885
VIC,3753,4728,-37.4747,144.9621
NT,0872,4716,-24.1613,132.2694
VIC,3860,4709,-37.9266,146.9799
NSW,2758,4707,-33.5192,150.6752
NSW,2295,4705,-32.8891,151.7937
NSW,2666,4703,-34.4411,147.5487
TAS,7215,4703,-41.7411,148.2586
TAS,7019,4671,-42.8957,147.4413
NSW,2062,4670,-33.8224,151.2128
SA,5025,4644,-34.9103,138.5359
VIC,3940,4640,-38.37,144.8753
VIC,3442,4635,-37.3519,144.5361
QLD,4390,4632,-28.5116,150.3096
QLD,4715,4628,-24.3938,150.5137
SA,5556,4628,-33.924,137.6332
SA,5204,4611,-35.4848,138.2726
QLD,4659,4599,-25.2616,152.5873
NSW,2265,4598,-33.0739,151.453
WA,6258,4586,-34.251,116.1519
QLD,4022,4573,-27.2134,153.0508
SA,5035,4560,-34.9522,138.5766
QLD,4555,4556,-26.6917,152.9563
NSW,2454,4550,-30.4511,152.9178
WA,6532,4544,-28.6821,114.6794
WA,6432,4538,-30.7818,121.4838
SA,5083,4536,-34.878,138.6114
WA,6173,4531,-32.4057,115.7605
QLD,4119,4511,-27.6072,153.1112
SA,5093,4498,-34.8357,138.6614
QLD,4310,4482,-28.0171,152.6763
SA,5223,4475,-35.7123,137.4859
NSW,2143,4461,-33.8876,151.0264
TAS,7054,4454,-43.0251,147.2629
SA,5076,4451,-34.8711,138.7028
VIC,3942,4445,-38.3674,144.7738
SA,5110,4439,-34.739,138.5944
NSW,2652,4437,-34.9553,147.0865
VIC,3180,4409,-37.8889,145.2498
QLD,4572,4406,-26.6701,153.1057
NSW,2327,4405,-32.8188,151.482
NSW,2372,4400,-29.0289,152.0194
ACT,2609,4390,-35.3262,149.1763
NSW,2158,4388,-33.6897,151.0272
VIC,3723,4372,-37.1526,146.2318
VIC,3722,4348,-37.0561,146.0885
TAS,7304,4348,-41.5596,146.6072
VIC,3796,4339,-37.7856,145.3819
NSW,2422,4331,-32.017,151.9526
NSW,2583,4323,-34.3863,149.4114
SA,5021,4322,-34.8752,138.4946
NSW,2622,4316,-35.4458,149.803
NSW,2785,4316,-33.6393,150.2877
VIC,3943,4310,-38.3451,144.7438
VIC,3087,4301,-37.7057,145.0838
VIC,3230,4287,-38.4107,144.1814
VIC,3160,4276,-37.9158,145.3509
TAS,7190,4251,-42.3847,147.9578
SA,5333,4240,-34.4469,140.5742
TAS,7330,4239,-40.8757,145.0815
NSW,2167,4230,-33.9717,150.8963
QLD,4076,4229,-27.575,152.9459
WA,6158,4223,-32.0397,115.7672
NSW,2782,4200,-33.7106,150.373
NSW,2508,4198,-34.2015,150.9833
QLD,4875,4183,-10.2366,142.5078
NSW,2116,4179,-33.8119,151.0425
NSW,2474,4175,-28.5816,152.9861
NSW,2319,4172,-32.7318,152.015
NT,0850,4169,-14.4668,132.2687
VIC,3233,4167,-38.7511,143.6695
QLD,4559,4155,-26.6565,152.9844
NSW,2534,4154,-34.7483,150.8201
NSW,2197,4131,-33.8984,150.9966
ACT,2903,4120,-35.3998,149.0896
QLD,4895,4117,-15.5249,145.2234
VIC,3451,4113,-37.0898,144.216
SA,5600,4109,-33.0327,137.5693
VIC,3126,4102,-37.8241,145.0765
WA,6753,4099,-23.3597,119.7928
QLD,4501,4098,-27.2824,152.9736
VIC,3284,4095,-38.3781,142.2298
NSW,2558,4086,-34.0319,150.8103
SA,5453,4086,-33.8491,138.6076
NSW,2482,4085,-28.5529,153.4727
QLD,4205,4070,-27.6892,153.1564
VIC,3880,4068,-37.9126,147.7208
QLD,4580,4065,-25.9466,152.9945
VIC,3427,4037,-37.6224,144.7066
NSW,2343,3993,-31.5021,150.6069
QLD,4502,3990,-27.2628,152.9693
SA,5554,3981,-33.9663,137.716
VIC,3227,3972,-38.2749,144.4738
VIC,3027,3965,-37.8607,144.7439
NSW,2619,3959,-35.3854,149.2049
QLD,4852,3952,-17.8955,146.0939
VIC,3666,3947,-36.7775,145.5788
VIC,3380,3942,-37.0589,142.7769
QLD,4605,3919,-26.2224,151.9317
SA,5575,3892,-34.9171,137.3969
SA,5165,3886,-35.1355,138.4771
NSW,2326,3883,-32.808,151.4459
VIC,3799,3880,-37.7484,145.6964
QLD,4401,3880,-27.4331,151.7156
NSW,2469,3877,-29.0181,152.8097
VIC,3358,3876,-37.5784,143.7946
WA,6090,3871,-31.8572,115.8915
NSW,2506,3865,-34.4766,150.848
WA,6003,3862,-31.9432,115.8637
NSW,2700,3854,-34.7558,146.5346
QLD,4107,3848,-27.5523,153.0342
SA,5352,3821,-34.5245,138.962
TAS,7052,3804,-43.0016,147.3191
WA,6721,3796,-20.3209,118.6113
VIC,3461,3788,-37.3131,144.1747
NSW,2787,3785,-33.7296,149.8679
QLD,4872,3785,-17.3162,145.2946
SA,5091,3785,-34.8189,138.7254
SA,5009,3783,-34.8917,138.5514
TAS,7216,3779,-41.307,148.2553
QLD,4010,3766,-27.4311,153.0436
QLD,4314,3762,-26.8745,152.1719
SA,5127,3755,-34.7993,138.6886
QLD,4710,3743,-23.268,150.8147
QLD,4013,3737,-27.3916,153.0697
VIC,3496,3736,-34.3101,142.1324
SA,5343,3725,-34.2809,140.5999
VIC,3678,3721,-36.4192,146.3713
VIC,3113,3720,-37.7408,145.2104
NSW,2094,3712,-33.7958,151.2746
NSW,2573,3709,-34.2222,150.5922
SA,5171,3702,-35.213,138.5539
SA,5010,3700,-34.8646,138.5626
VIC,3971,3698,-38.5817,146.6714
TAS,7321,3697,-41.133,145.6565
NSW,2621,3693,-35.2637,149.423
VIC,3741,3680,-36.7937,147.0097
QLD,4721,3672,-22.7663,147.5882
SA,5018,3658,-34.7871,138.492
VIC,3888,3636,-37.6303,148.5246
TAS,7253,3623,-41.0994,146.8251
VIC,3579,3620,-35.7163,143.916
VIC,3498,3616,-34.2379,142.1686
VIC,3616,3594,-36.4392,145.2217
TAS,7316,3584,-41.1231,146.0434
WA,6743,3577,-15.7877,128.7289
QLD,4824,3571,-20.7534,140.4494
WA,6726,3571,-17.9511,122.2155
SA,5167,3568,-35.1572,138.4753
SA,5275,3565,-36.8543,139.8582
NSW,2551,3564,-37.0785,149.8969
VIC,3804,3556,-37.9857,145.3091
VIC,3658,3531,-37.2191,145.0641
WA,6701,3531,-24.813,113.6778
WA,6312,3520,-32.9368,117.1866
NSW,2198,3516,-33.9095,150.9886
VIC,3636,3510,-36.0941,145.4625
SA,5168,3508,-35.1596,138.4989
WA,6180,3507,-32.4734,115.7696
QLD,4036,3501,-27.3161,153.013
SA,5353,3500,-34.5474,139.1811
ACT,2911,3494,-35.2081,149.1214
TAS,7270,3480,-41.1611,146.8113
QLD,4819,3473,-19.151,146.8512
SA,5252,3472,-35.037,138.9242
NSW,2505,3460,-34.4855,150.9007
NSW,2835,3460,-31.5079,145.8412
VIC,3102,3454,-37.7947,145.0534
VIC,3782,3439,-37.9224,145.454
WA,6159,3438,-32.0317,115.7542
VIC,3807,3414,-38.0478,145.3777
QLD,4625,3409,-25.5971,151.627
TAS,7277,3404,-41.3568,147.035
VIC,3950,3394,-38.4346,145.8255
QLD,4356,3393,-27.6908,151.6119
NSW,2354,3392,-31.0335,151.5979
NSW,2642,3382,-35.874,147.0707
NSW,2579,3363,-34.6827,150.1193
NT,0836,3357,-12.5627,131.1235
QLD,4112,3340,-27.6052,153.0959
SA,5152,3338,-35.001,138.7122
NSW,2357,3336,-31.2689,149.2931
NSW,2079,3330,-33.6683,151.1157
NSW,2821,3315,-32.237,148.2332
VIC,3232,3315,-38.5382,143.9745
SA,5117,3308,-34.6434,138.6455
SA,5126,3302,-34.7995,138.7199
NSW,2671,3300,-33.9012,147.206
NSW,2877,3300,-33.0361,146.9914
QLD,4172,3300,-27.4608,153.0998
VIC,3260,3297,-38.2441,143.1655
WA,6255,3288,-33.9484,116.1483
VIC,3523,3280,-36.9069,144.7152
QLD,4806,3280,-19.6852,147.4203
WA,6302,3260,-31.8902,116.7805
SA,5690,3258,-32.0008,133.3166
QLD,4717,3255,-23.5752,148.8823
SA,5153,3249,-35.0915,138.7727
WA,6215,3236,-32.8455,115.8416
VIC,3331,3234,-38.0381,144.1737
TAS,7170,3220,-42.8505,147.4716
QLD,4515,3205,-26.914,152.5571
SA,5351,3184,-34.6382,138.8849
WA,6525,3182,-29.2525,114.9366
TAS,7017,3111,-42.7648,147.2877
NSW,2063,3104,-33.8103,151.2158
VIC,3460,3099,-37.3437,144.1436
SA,5017,3099,-34.8034,138.4992
NSW,2420,3098,-32.4079,151.7293
QLD,4874,3093,-12.577,141.8882
SA,5330,3066,-34.1825,140.007
NSW,2799,3065,-33.5499,149.2502
NSW,2572,3062,-34.2015,150.568
VIC,3434,3061,-37.3523,144.7401
WA,6728,3061,-17.3961,123.7471
NSW,2293,3056,-32.9177,151.7573
QLD,4892,3055,-14.6361,141.8896
NSW,2516,3050,-34.3325,150.9148
NSW,2092,3041,-33.7938,151.2441
QLD,4714,3030,-23.6427,150.3917
SA,5089,3025,-34.8536,138.7041
QLD,4885,3024,-17.3613,145.6142
VIC,3158,3018,-37.9067,145.3302
VIC,3747,3010,-36.3627,146.6956
NSW,2365,3005,-30.1802,151.665
SA,5164,3003,-35.13,138.4959
WA,6034,2988,-31.5901,115.6684
NSW,2045,2984,-33.8789,151.1396
VIC,3737,2983,-36.5619,146.7322
VIC,3824,2978,-38.2147,146.1607
TAS,7172,2977,-42.7736,147.5676
WA,6174,2960,-32.4243,115.7597
QLD,4183,2959,-27.4405,153.4865
VIC,3179,2958,-37.8946,145.2281
SA,5680,2949,-32.698,134.1993
NSW,2427,2948,-31.8753,152.6735
TAS,7301,2946,-41.6055,147.1025
VIC,3765,2944,-37.8119,145.3449
QLD,4361,2937,-27.9292,151.9121
QLD,4750,2928,-21.0263,149.1552
NSW,2663,2912,-34.8685,147.5899
NSW,2258,2909,-33.353,151.3756
VIC,3561,2907,-36.3466,144.6991
QLD,4470,2895,-26.3974,146.2396
VIC,3036,2894,-37.7142,144.8242
QLD,4521,2894,-27.1603,152.8051
NSW,2632,2887,-36.9048,149.2453
SA,5052,2884,-35.0049,138.6233
VIC,3981,2879,-38.1965,145.5196
NSW,2752,2878,-33.9017,150.609
TAS,7150,2877,-43.1927,147.2577
VIC,3505,2871,-34.1758,142.0541
QLD,4487,2865,-28.017,148.5958
SA,5268,2861,-36.3255,140.7656
NSW,2473,2853,-29.1121,153.4275
VIC,3200,2848,-38.1213,145.1556
VIC,3938,2840,-38.3552,144.9296
NSW,2423,2839,-32.3603,152.2655
VIC,3608,2839,-36.7824,145.1425
VIC,3862,2839,-37.9179,147.1722
WA,6015,2838,-31.9276,115.764
WA,6239,2836,-33.5771,115.834
NSW,2549,2832,-36.9384,149.8693
NSW,2479,2827,-28.6948,153.5192
SA,5244,2823,-34.9373,138.9108
NSW,2647,2822,-35.982,146.0088
NSW,2827,2817,-31.6922,148.6295
QLD,4421,2805,-27.1868,150.4767
SA,5120,2802,-34.6655,138.5521
NSW,2852,2801,-32.3381,149.5119
NSW,2586,2797,-34.39,148.7519
NSW,2810,2796,-33.8966,148.1048
QLD,4037,2796,-27.3394,152.9469
VIC,3717,2792,-37.2742,145.3947
VIC,3842,2791,-38.3135,146.4168
WA,6220,2782,-33.0785,115.8613
QLD,4881,2767,-16.8374,145.6086
WA,6317,2761,-33.6824,117.5657
VIC,3714,2739,-37.2093,145.7103
SA,5373,2730,-34.3313,138.9132
WA,6566,2728,-31.5318,116.4566
SA,5277,2713,-37.4221,140.8233
WA,6324,2711,-34.6245,117.6875
NSW,2574,2706,-34.2877,150.5857
QLD,4518,2704,-26.9024,152.9497
SA,5573,2685,-34.4106,137.5891
NSW,2711,2680,-34.458,144.8407
VIC,3249,2671,-38.351,143.5516
VIC,3401,2662,-36.7748,142.1696
QLD,4730,2655,-23.487,144.1569
QLD,4630,2642,-24.863,151.1285
TAS,7112,2627,-43.1897,147.1048
QLD,4621,2621,-25.49,152.029
WA,6106,2616,-31.9916,115.9407
NSW,2773,2611,-33.7659,150.6256
QLD,4357,2610,-27.9396,151.1973
NSW,2829,2606,-30.9306,148.39
SA,5050,2604,-35.0255,138.5903
SA,5276,2601,-37.176,139.7819
QLD,4106,2600,-27.5512,153.0104
SA,5571,2594,-34.4722,137.9012
NSW,2722,2591,-35.0543,148.0983
WA,6516,2580,-30.3085,115.0459
NSW,2714,2573,-35.8069,145.5671
NSW,2128,2570,-33.8373,151.0436
QLD,4550,2570,-26.8077,152.9626
QLD,4312,2567,-27.2359,152.4427
NSW,2441,2556,-31.0078,152.873
NSW,2779,2535,-33.7207,150.4558
SA,5345,2534,-34.2577,140.4607
QLD,4888,2525,-17.6139,145.4628
WA,6707,2524,-21.9424,114.1245
NSW,2388,2523,-30.2591,149.32
VIC,3960,2522,-38.6677,146.2064
QLD,4751,2516,-21.1717,149.0532
QLD,4228,2501,-28.1513,153.4101
QLD,4309,2501,-27.9723,152.5821
VIC,3213,2491,-38.0507,144.3038
SA,5088,2489,-34.8521,138.6713
SA,5723,2489,-29.005,134.766
NSW,2453,2488,-30.3213,152.6185
NSW,2302,2484,-32.9269,151.7617
WA,6037,2481,-31.4953,115.6042
VIC,3342,2475,-37.6087,144.2257
NSW,2307,2471,-32.8813,151.6932
NSW,2840,2447,-30.0522,145.7111
QLD,4158,2445,-27.4856,153.2022
VIC,3463,2439,-36.9793,144.0493
TAS,7306,2427,-41.3772,146.3031
QLD,4606,2425,-26.3058,151.8545
NSW,2439,2424,-31.6312,152.7107
NSW,2082,2423,-33.6054,151.1378
NSW,2358,2416,-30.6313,151.4784
VIC,3926,2411,-38.3732,145.1141
QLD,4821,2410,-20.9343,144.2056
NSW,2104,2407,-33.6633,151.2922
VIC,3363,2403,-37.421,143.891
VIC,3904,2401,-37.8795,147.842
SA,5422,2401,-32.9607,138.8422
NSW,2488,2382,-28.3344,153.5668
NSW,2713,2382,-35.6294,145.5577
VIC,3231,2378,-38.4614,144.0942
NSW,2462,2360,-29.7303,153.1559
NSW,2665,2358,-34.3229,146.915
NSW,2455,2353,-30.4987,153.012
VIC,3099,2335,-37.6223,145.2021
