locality,state,postcode,count,latitude,longitude
Axe Creek,VIC,3551,185,-36.8536,144.3904
Hilldene,VIC,3660,185,-37.0384,145.0491
Dargo,VIC,3862,185,-37.4773,147.2443
Teelah,QLD,4314,185,-26.7946,152.0859
Pirrinuan,QLD,4405,185,-27.0509,151.2466
North Deep Creek,QLD,4570,185,-26.1122,152.6828
Runnymede,QLD,4615,185,-26.5553,152.0746
Waterloo,QLD,4673,185,-24.7483,152.0017
Woodbury,QLD,4703,185,-23.0267,150.6836
Piccadilly,SA,5151,185,-34.9789,138.7299
Oldbury,WA,6121,185,-32.2608,115.9129
Kalannie,WA,6468,185,-30.3594,117.1237
Bridgenorth,TAS,7277,185,-41.3826,146.9644
Belmore River,NSW,2440,184,-31.075,152.9659
Otford,NSW,2508,184,-34.2124,151.0019
Benandarah,NSW,2536,184,-35.6587,150.2158
Congo,NSW,2537,184,-35.9562,150.1489
Quialigo,NSW,2580,184,-34.9413,149.7693
Noorat,VIC,3265,184,-38.1917,142.9326
Argyle,VIC,3523,184,-36.9494,144.7248
Drouin West,VIC,3818,184,-38.0824,145.8602
Running Creek,QLD,4287,184,-28.274,152.9013
North Talwood,QLD,4496,184,-28.4586,149.4372
Moodlu,QLD,4510,184,-27.0581,152.913
Gundiah,QLD,4650,184,-25.8438,152.5276
Rubyanna,QLD,4670,184,-24.8273,152.3984
Daradgee,QLD,4860,184,-17.4817,146.0038
Diwan,QLD,4873,184,-16.1941,145.4097
Palmer,SA,5237,184,-34.8608,139.1616
Carpenter Rocks,SA,5291,184,-37.9076,140.4072
Pukatja,NT,0872,183,-26.2802,132.1344
Mount Vincent,NSW,2323,183,-32.9322,151.4622
Glendon Brook,NSW,2330,183,-32.5097,151.3794
Brayton,NSW,2579,183,-34.6253,149.9914
Gundary,NSW,2580,183,-34.8326,149.7926
Echuca West,VIC,3564,183,-36.161,144.6789
Jennings,QLD,4383,183,-28.9309,151.9339
Stony Creek,QLD,4514,183,-26.9151,152.7119
Gordonbrook,QLD,4610,183,-26.4795,151.7129
Mcilwraith,QLD,4671,183,-24.998,151.9929
Kirup,WA,6251,183,-33.7123,115.8932
Maydena,TAS,7140,183,-42.7555,146.6236
Oyster Cove,TAS,7150,183,-43.1091,147.2328
Eraring,NSW,2264,182,-33.0741,151.5286
Lake Innes,NSW,2446,182,-31.4896,152.8133
Cudgera Creek,NSW,2484,182,-28.3907,153.5183
Dunbible,NSW,2484,182,-28.3697,153.3911
Jervis Bay,NSW,2540,182,-35.1486,150.6977
Ryanston,VIC,3992,182,-38.5092,145.5873
Mount Kynoch,QLD,4350,182,-27.5134,151.9503
Goomburra,QLD,4362,182,-28.014,152.1831
Mount Abundance,QLD,4455,182,-26.7487,148.5546
Coolabunia,QLD,4610,182,-26.5922,151.8948
Targinnie,QLD,4694,182,-23.776,151.0999
Japoonvale,QLD,4856,182,-17.723,145.9186
Elliott,TAS,7325,182,-41.1006,145.7747
Rushforth,NSW,2460,181,-29.7366,152.8966
Ashby Heights,NSW,2463,181,-29.4098,153.1815
Bribbaree,NSW,2594,181,-34.1216,147.8922
Hall,NSW,2618,181,-35.1693,149.0691
Binjura,NSW,2630,181,-36.1792,149.1039
Ettamogah,NSW,2640,181,-36.0109,146.9728
Point Leo,VIC,3916,181,-38.4174,145.0724
Cardinia,VIC,3978,181,-38.146,145.4206
Blenheim,QLD,4341,181,-27.6546,152.3206
Cooranga,QLD,4408,181,-26.8029,151.3394
Cedar Pocket,QLD,4570,181,-26.2066,152.7714
Didcot,QLD,4621,181,-25.4728,151.8855
Mona Park,QLD,4807,181,-19.7082,147.234
Tangorin,QLD,4821,181,-21.678,144.2325
Wildes Meadow,NSW,2577,180,-34.6212,150.5169
Jeir,NSW,2582,180,-35.0604,148.9872
Bombowlee,NSW,2720,180,-35.273,148.243
Black Springs,NSW,2787,180,-33.8545,149.7326
Drummond,VIC,3461,180,-37.2403,144.3153
Macs Cove,VIC,3723,180,-37.2118,146.1433
Charlton,QLD,4350,180,-27.5209,151.8564
Mulgildie,QLD,4630,180,-24.9675,151.1354
Yarwun,QLD,4694,180,-23.8328,151.1342
Reid,SA,5118,180,-34.5981,138.73
Moculta,SA,5353,180,-34.4715,139.1184
Grass Patch,WA,6446,180,-33.2234,121.7249
Lambs Valley,NSW,2335,179,-32.5758,151.462
Premer,NSW,2381,179,-31.4605,149.8982
Lake Bathurst,NSW,2580,179,-35.0112,149.6712
Greendale,NSW,2745,179,-33.9249,150.6625
Oaklands Junction,VIC,3063,179,-37.5651,144.84
The Gurdies,VIC,3984,179,-38.3765,145.5686
Lake Clarendon,QLD,4343,179,-27.5229,152.3361
Deuchar,QLD,4362,179,-28.0992,151.9423
Kokotungo,QLD,4702,179,-24.1423,149.9521
Forest Creek,QLD,4873,179,-16.2414,145.3854
Avoca,TAS,7213,179,-41.7872,147.7239
Hagley,TAS,7292,179,-41.526,146.8959
Kembla Grange,NSW,2526,178,-34.4692,150.8176
Verona,NSW,2550,178,-36.4576,149.8301
Lucknow,NSW,2800,178,-33.3499,149.1638
Elong Elong,NSW,2831,178,-32.1204,149.0627
Dooen,VIC,3401,178,-36.667,142.2289
Majorca,VIC,3465,178,-37.1221,143.8003
Lancaster,VIC,3620,178,-36.3125,145.1324
Strath Creek,VIC,3658,178,-37.2531,145.2227
Isis Central,QLD,4660,178,-25.2004,152.1863
Toomulla,QLD,4816,178,-19.0786,146.4702
Feluga,QLD,4854,178,-17.8804,145.9548
Warraber Islet,QLD,4875,178,-10.2061,142.8263
Cowirra,SA,5238,178,-34.9156,139.3264
Light Pass,SA,5355,178,-34.4692,139.0274
Mount Bryan,SA,5418,178,-33.5441,138.8989
Napier,WA,6330,178,-34.8086,117.9652
North Plantations,WA,6701,178,-24.8345,113.7319
Cedar Party,NSW,2429,177,-31.812,152.3944
South Arm,NSW,2449,177,-30.6685,152.7885
East Coraki,NSW,2471,177,-29.0018,153.3099
Durras North,NSW,2536,177,-35.637,150.3021
Shanes Park,NSW,2747,177,-33.709,150.7771
Terramungamine,NSW,2830,177,-32.1315,148.5356
Stubbo,NSW,2852,177,-32.2968,149.5743
Barwon Downs,VIC,3243,177,-38.4731,143.763
Balliang,VIC,3340,177,-37.8425,144.349
Boisdale,VIC,3860,177,-37.8719,146.9735
Mount Forbes,QLD,4340,177,-27.7239,152.6114
Mount Archer,QLD,4514,177,-26.9737,152.6575
Balmoral Ridge,QLD,4552,177,-26.7536,152.8897
Marmor,QLD,4702,177,-23.695,150.7253
East Feluga,QLD,4854,177,-17.8967,146.0019
Silky Oak,QLD,4854,177,-17.9744,145.947
Coconuts,QLD,4860,177,-17.5047,146.0651
Sandy Creek,SA,5350,177,-34.6062,138.8283
Williamstown,WA,6430,177,-30.7435,121.4845
Ocean Vista,TAS,7320,177,-41.041,145.8595
Mount Hicks,TAS,7325,177,-41.0644,145.7378
Byabarra,NSW,2446,176,-31.5255,152.5463
Corndale,NSW,2480,176,-28.703,153.3622
Monaltrie,NSW,2480,176,-28.8519,153.2865
Cunjurong Point,NSW,2539,176,-35.2637,150.51
Foster North,VIC,3960,176,-38.6121,146.1671
Clumber,QLD,4309,176,-28.0609,152.4641
Lower Tenthill,QLD,4343,176,-27.6022,152.235
Moonie,QLD,4406,176,-27.7159,150.3734
Highworth,QLD,4560,176,-26.6177,152.9314
Canina,QLD,4570,176,-26.1437,152.7415
Seventeen Seventy,QLD,4677,176,-24.1639,151.8851
Upper Stone,QLD,4850,176,-18.735,145.9514
Lakeland,QLD,4871,176,-15.8489,144.8309
Hopeland,WA,6125,176,-32.3806,115.8859
Firefly,NSW,2429,175,-32.0916,152.2354
Congarinni,NSW,2447,175,-30.7538,152.8838
Wrights Beach,NSW,2540,175,-35.1157,150.6631
Kingsvale,NSW,2587,175,-34.4316,148.3158
Nashdale,NSW,2800,175,-33.301,149.0117
Bonegilla,VIC,3691,175,-36.1376,146.9957
Fernbank,VIC,3864,175,-37.8564,147.3254
Merricks,VIC,3916,175,-38.389,145.0816
Wattle Bank,VIC,3995,175,-38.5731,145.7025
Wolffdene,QLD,4207,175,-27.7808,153.1794
Horton,QLD,4660,175,-25.2292,152.3212
Moorland,QLD,4670,175,-24.7581,152.2016
Eight Mile Creek,SA,5291,175,-38.033,140.7998
Moorook,SA,5332,175,-34.272,140.3491
Coningham,TAS,7054,175,-43.0772,147.2765
Leslie Vale,TAS,7054,175,-42.9654,147.2286
Lake Bennett,NT,0822,174,-12.9528,131.1763
Breeza,NSW,2381,174,-31.2515,150.4523
Alstonvale,NSW,2477,174,-28.7953,153.447
Koonorigan,NSW,2480,174,-28.6916,153.2308
Tarraganda,NSW,2550,174,-36.6665,149.8697
Humula,NSW,2652,174,-35.4897,147.7558
Avalon,VIC,3212,174,-38.0493,144.4358
Tarrington,VIC,3301,174,-37.765,142.1003
Lyonville,VIC,3461,174,-37.3912,144.2608
Glenmorgan,QLD,4423,174,-27.2473,149.6495
Sheep Station Creek,QLD,4515,174,-26.8599,152.5058
Morganville,QLD,4671,174,-25.1861,151.9543
Sarina Range,QLD,4737,174,-21.5421,149.116
Mount Charlton,QLD,4741,174,-20.9917,148.726
Cordelia,QLD,4850,174,-18.5993,146.2561
Forest Range,SA,5139,174,-34.9313,138.7993
Ceduna Waters,SA,5690,174,-32.1672,133.6947
Hope Valley,WA,6165,174,-32.1947,115.8019
Picton,WA,6229,174,-33.3495,115.6958
Dinninup,WA,6244,174,-33.7766,116.5374
Sassafras,TAS,7307,174,-41.2827,146.5022
Holtze,NT,0829,173,-12.4575,130.9805
Kooragang,NSW,2304,173,-32.8836,151.7677
Torrington,NSW,2371,173,-29.307,151.7011
Coopers Shoot,NSW,2479,173,-28.6901,153.5747
Lake Hume Village,VIC,3691,173,-36.1028,147.0379
Mitta Mitta,VIC,3701,173,-36.5235,147.3771
Ransome,QLD,4154,173,-27.4905,153.1794
King Scrub,QLD,4521,173,-27.1759,152.8255
Booroobin,QLD,4552,173,-26.8143,152.7798
Boondooma,QLD,4613,173,-26.2059,151.2553
Euleilah,QLD,4674,173,-24.4899,151.8515
Uleybury,SA,5114,173,-34.6747,138.7419
Rhynie,SA,5412,173,-34.1422,138.6877
Mullaquana,SA,5608,173,-33.0592,137.5361
Metricup,WA,6280,173,-33.7836,115.127
Lansdowne,NT,0850,172,-14.4335,132.348
Gundy,NSW,2337,172,-32.0118,150.9978
Eureka,NSW,2480,172,-28.6886,153.4427
Hermidale,NSW,2831,172,-31.5793,146.6858
Capertee,NSW,2846,172,-33.1399,149.9954
Maindample,VIC,3723,172,-37.0202,145.9549
Nerrena,VIC,3953,172,-38.5074,146.018
Biddeston,QLD,4401,172,-27.5578,151.7273
Coppabella,QLD,4741,172,-21.9212,148.3423
Mount Martin,QLD,4754,172,-21.1017,148.8199
Akaroa,TAS,7216,172,-41.3065,148.3148
Gapuwiyak,NT,0880,171,-12.5034,135.8067
Millers Forest,NSW,2324,171,-32.7572,151.7021
Kinchela,NSW,2440,171,-30.9947,152.9944
Ellangowan,NSW,2470,171,-29.0236,153.0823
Nethercote,NSW,2549,171,-37.0208,149.8198
The Slopes,NSW,2754,171,-33.5316,150.7028
Colo Heights,NSW,2756,171,-33.3516,150.746
Tatong,VIC,3673,171,-36.751,146.1127
Cudgewa,VIC,3705,171,-36.1679,147.7847
Goorambat,VIC,3725,171,-36.4141,145.9391
Smiths Gully,VIC,3760,171,-37.6232,145.2858
Warrill View,QLD,4307,171,-27.8258,152.6118
Anduramba,QLD,4355,171,-27.1335,152.1028
Freestone,QLD,4370,171,-28.1323,152.1512
Tuan,QLD,4650,171,-25.6802,152.8762
West Stowe,QLD,4680,171,-23.8998,151.1341
East Palmerston,QLD,4860,171,-17.5934,145.8504
Einasleigh,QLD,4871,171,-18.5607,144.0999
Inglewood,SA,5133,171,-34.8109,138.7864
Caloote,SA,5254,171,-34.9646,139.2619
Monarto South,SA,5254,171,-35.1599,139.1293
Quinninup,WA,6258,171,-34.4372,116.2494
Prevelly,WA,6285,171,-33.982,114.9932
Rossarden,TAS,7213,171,-41.6657,147.7421
Condong,NSW,2484,170,-28.3077,153.4371
Englorie Park,NSW,2560,170,-34.0805,150.7961
Cullen Bullen,NSW,2790,170,-33.2986,150.0292
Yapeen,VIC,3451,170,-37.1272,144.1836
Killawarra,VIC,3678,170,-36.2703,146.243
Eskdale,VIC,3701,170,-36.4716,147.2533
Wonglepong,QLD,4275,170,-27.9686,153.163
Bullyard,QLD,4671,170,-24.9534,152.0527
Pink Lily,QLD,4702,170,-23.352,150.4733
Te Kowai,QLD,4740,170,-21.1734,149.1193
Sugarloaf,QLD,4800,170,-20.3127,148.6297
Kynuna,QLD,4823,170,-21.5215,141.9356
Jarra Creek,QLD,4854,170,-17.9467,145.8693
Barron,QLD,4878,170,-16.8654,145.7058
East Barron,QLD,4883,170,-17.2846,145.5514
Whites Valley,SA,5172,170,-35.2716,138.5197
Blinman,SA,5730,170,-31.105,138.6827
Crooked Brook,WA,6236,170,-33.4474,115.771
Dale,WA,6304,170,-32.2389,116.7504
Burrell Creek,NSW,2429,169,-31.9471,152.2973
Crabbes Creek,NSW,2483,169,-28.4613,153.4842
Minto Heights,NSW,2566,169,-34.0357,150.8718
Mount Fairy,NSW,2580,169,-35.1795,149.6057
Darbys Falls,NSW,2793,169,-33.9213,148.8611
Warrion,VIC,3249,169,-38.2287,143.5601
Yandoit,VIC,3461,169,-37.2045,144.0971
Colbinabbin,VIC,3559,169,-36.5933,144.7976
Wangandary,VIC,3678,169,-36.3289,146.2544
Wooragee,VIC,3747,169,-36.2936,146.734
Pheasant Creek,VIC,3757,169,-37.4758,145.2864
Tenby Point,VIC,3984,169,-38.4143,145.4766
Woolamai,VIC,3995,169,-38.5089,145.5145
Blackbutt South,QLD,4314,169,-26.9032,152.0955
Bungil,QLD,4455,169,-26.6265,148.7736
Orallo,QLD,4455,169,-26.3107,148.5204
Teddington,QLD,4650,169,-25.6292,152.6598
Utchee Creek,QLD,4871,169,-17.6451,145.9261
Mingbool,SA,5291,169,-37.717,140.8609
Arthurton,SA,5572,169,-34.2499,137.7646
Verona Sands,TAS,7112,169,-43.2753,147.1573
Middleton,TAS,7163,169,-43.2319,147.2475
Lajamanu,NT,0852,168,-18.3363,130.6388
Hermannsburg,NT,0872,168,-23.9426,132.7807
Rocky River,NSW,2358,168,-30.6108,151.4875
Monteagle,NSW,2594,168,-34.1885,148.3422
Anglers Reach,NSW,2629,168,-36.0033,148.6623
Eurunderee,NSW,2850,168,-32.5348,149.6118
Shelford,VIC,3329,168,-37.9919,143.9537
Pine Lodge,VIC,3631,168,-36.3527,145.5447
Walwa,VIC,3709,168,-35.9696,147.7298
Hmas Cerberus,VIC,3920,168,-38.369,145.2058
Catani,VIC,3981,168,-38.192,145.6463
Buaraba,QLD,4311,168,-27.3674,152.3178
Pozieres,QLD,4352,168,-28.5349,151.88
Villeneuve,QLD,4514,168,-26.9587,152.6317
Wilkesdale,QLD,4608,168,-26.3551,151.6649
Gaeta,QLD,4671,168,-24.8921,151.5944
Carmoo,QLD,4852,168,-17.9502,146.0575
Kelso,TAS,7270,168,-41.1019,146.79
Bookham,NSW,2582,167,-34.8374,148.6332
Tallawang,NSW,2852,167,-32.2352,149.4201
Killarney,VIC,3283,167,-38.3486,142.3169
Harrow,VIC,3317,167,-37.1591,141.598
Torrumbarry,VIC,3562,167,-36.016,144.5313
Croftby,QLD,4310,167,-28.1429,152.5913
Greenlands,QLD,4380,167,-28.649,151.8101
Pelican Point,SA,5291,167,-37.9256,140.421
Rocky Gully,WA,6397,167,-34.5108,117.0215
Boat Harbour Beach,TAS,7321,167,-40.9292,145.6173
Ilarwill,NSW,2463,166,-29.4756,153.1768
Doonbah,NSW,2473,166,-29.0925,153.3942
Bomen,NSW,2650,166,-35.0684,147.419
Tarana,NSW,2787,166,-33.541,149.889
South Littleton,NSW,2790,166,-33.4991,150.1343
Louth,NSW,2840,166,-30.5385,145.0777
Harcourt North,VIC,3453,166,-36.9514,144.2728
Outtrim,VIC,3951,166,-38.5142,145.7722
Bungeworgorai,QLD,4455,166,-26.4909,148.6188
Mount Kilcoy,QLD,4515,166,-26.8576,152.5837
Perwillowen,QLD,4560,166,-26.6366,152.9302
Isla,QLD,4719,166,-25.0171,150.0373
Hoyleton,SA,5453,166,-34.0172,138.5426
Korunye,SA,5502,166,-34.5388,138.5164
Limeburners Creek,NSW,2324,165,-32.5884,151.8997
Sandy Hollow,NSW,2333,165,-32.3395,150.5674
Red Range,NSW,2370,165,-29.7845,151.903
New Italy,NSW,2472,165,-29.1466,153.2921
Splitters Creek,NSW,2640,165,-36.0483,146.844
Humevale,VIC,3757,165,-37.4985,145.1794
Mount Colliery,QLD,4370,165,-28.2815,152.3023
Royston,QLD,4515,165,-26.929,152.6588
Obi Obi,QLD,4574,165,-26.6325,152.816
Woowoonga,QLD,4621,165,-25.4673,152.0796
Round Hill,QLD,4677,165,-24.2617,151.8567
Ambrose,QLD,4695,165,-23.8025,150.8982
Highland Valley,SA,5255,165,-35.1625,138.9233
Lake Leake,TAS,7210,165,-42.0227,147.8137
Blackwall,TAS,7275,165,-41.3028,146.9677
Santa Teresa,NT,0872,164,-24.1299,134.374
Liston,NSW,2372,164,-28.6388,152.0961
Woodford Island,NSW,2463,164,-29.5156,153.1318
Swan Bay,NSW,2471,164,-29.0778,153.2864
Carrathool,NSW,2711,164,-34.3802,145.4627
Rydal,NSW,2790,164,-33.5041,150.0376
Blampied,VIC,3364,164,-37.3558,144.0368
Mandurang South,VIC,3551,164,-36.8554,144.2785
Talgarno,VIC,3691,164,-36.0707,147.1615
Moonford,QLD,4630,164,-24.7718,151.0315
Wooderson,QLD,4680,164,-24.0727,151.0839
Racecourse,QLD,4740,164,-21.1643,149.138
Bambaroo,QLD,4850,164,-18.8641,146.1928
Injinoo,QLD,4876,164,-10.9195,142.3187
Coromandel East,SA,5157,164,-35.0465,138.6529
Totness,SA,5250,164,-35.0526,138.846
Kanyaka,SA,5434,164,-32.0515,138.2797
Keysbrook,WA,6126,164,-32.4433,115.972
Hamel,WA,6215,164,-32.8696,115.9079
Marybrook,WA,6280,164,-33.6539,115.1953
Brownlow Hill,NSW,2570,163,-34.0436,150.6534
Woomargama,NSW,2644,163,-35.8374,147.2511
Moorong,NSW,2650,163,-35.11,147.3288
Princetown,VIC,3269,163,-38.6567,143.1632
Caramut,VIC,3274,163,-37.9508,142.5248
Cape Bridgewater,VIC,3305,163,-38.351,141.4127
Korong Vale,VIC,3520,163,-36.3555,143.7034
Cawdor,QLD,4352,163,-27.4649,151.9179
Peranga,QLD,4352,163,-27.1421,151.6917
Wieambilla,QLD,4413,163,-27.0109,150.4685
Toobeah,QLD,4498,163,-28.4418,149.8775
Gumlu,QLD,4805,163,-19.8747,147.6602
Ellerbeck,QLD,4816,163,-18.2408,145.9855
Mayanup,WA,6244,163,-33.9434,116.4729
Tarleton,TAS,7310,163,-41.2387,146.3733
Linley Point,NSW,2066,162,-33.8274,151.1497
Little Wobby,NSW,2256,162,-33.5449,151.2525
Tarbuck Bay,NSW,2428,162,-32.3678,152.4793
Legume,NSW,2476,162,-28.4151,152.312
Balldale,NSW,2646,162,-35.8442,146.5234
The Lagoon,NSW,2795,162,-33.5365,149.6045
Trunkey Creek,NSW,2795,162,-33.8131,149.3306
Barongarook West,VIC,3249,162,-38.4156,143.555
Brim,VIC,3391,162,-36.0734,142.4217
Quantong,VIC,3401,162,-36.7542,142.0407
Whitfield,VIC,3733,162,-36.7601,146.4141
Noorindoo,QLD,4417,162,-27.0879,149.174
Laceys Creek,QLD,4521,162,-27.209,152.7505
Oakwood,QLD,4670,162,-24.8483,152.3001
Tungamull,QLD,4702,162,-23.3138,150.6941
Monbulla,SA,5277,162,-37.3918,140.7448
Hamilton,SA,5373,162,-34.2247,138.8991
Point Samson,WA,6720,162,-20.6287,117.1941
Swan Point,TAS,7275,162,-41.2581,146.9665
Devon Hills,TAS,7300,162,-41.5513,147.1845
Bynoe,NT,0822,161,-12.803,130.6291
Lambells Lagoon,NT,0822,161,-12.5834,131.2267
Stroud Road,NSW,2415,161,-32.3378,151.9367
Wards River,NSW,2422,161,-32.2163,151.9373
Upper Burringbar,NSW,2483,161,-28.4517,153.4291
Irrewillipe,VIC,3249,161,-38.4304,143.4153
Merrimu,VIC,3340,161,-37.6592,144.4744
Raglan,VIC,3373,161,-37.3556,143.3327
Newbridge,VIC,3551,161,-36.7414,143.907
Maroon,QLD,4310,161,-28.1813,152.6934
Coringa,QLD,4621,161,-25.3812,151.9547
Mundoo,QLD,4860,161,-17.5593,146.0182
Pin Gin Hill,QLD,4860,161,-17.5611,145.9566
Rosa Brook,WA,6285,161,-33.9438,115.2025
Claude Road,TAS,7306,161,-41.4393,146.2642
Riana,TAS,7316,161,-41.2054,145.9896
Rocky Cape,TAS,7321,161,-40.8916,145.479
Quipolly,NSW,2343,160,-31.4294,150.6582
Eungai Rail,NSW,2441,160,-30.8518,152.8974
Halfway Creek,NSW,2460,160,-29.9382,153.0958
Eltham,NSW,2480,160,-28.7612,153.4068
Nobbys Creek,NSW,2484,160,-28.2981,153.3407
Bannaby,NSW,2580,160,-34.41,149.9727
Nericon,NSW,2680,160,-34.1921,146.042
Drummond North,VIC,3446,160,-37.2013,144.3163
Narre Warren East,VIC,3804,160,-37.9635,145.3596
Roadvale,QLD,4310,160,-27.9183,152.699
Armstrong Creek,QLD,4520,160,-27.2254,152.8072
Bridges,QLD,4561,160,-26.5349,152.9377
Keriri Island,QLD,4875,160,-10.552,142.216
Wirrulla,SA,5661,160,-32.4041,134.5357
Irishtown,TAS,7330,160,-40.9145,145.1472
Limpinwood,NSW,2484,159,-28.3154,153.2181
Smiths Creek,NSW,2484,159,-28.4232,153.364
Wantabadgery,NSW,2650,159,-35.0213,147.717
Bowenvale,VIC,3465,159,-37.0001,143.7087
Bunbartha,VIC,3634,159,-36.2454,145.3497
Pine Creek,QLD,4670,159,-25.0151,152.1754
Gregory,QLD,4830,159,-18.6395,139.2626
Mena Creek,QLD,4871,159,-17.6658,145.9307
Murtho,SA,5340,159,-34.0912,140.8297
Kukerin,WA,6352,159,-33.1878,118.0847
Glencoe,NSW,2365,158,-29.9225,151.7223
Ulong,NSW,2450,158,-30.2374,152.8822
Piggabeen,NSW,2486,158,-28.193,153.4459
Bend Of Islands,VIC,3097,158,-37.7016,145.2834
Lavers Hill,VIC,3238,158,-38.6829,143.3825
Yan Yean,VIC,3755,158,-37.5566,145.1161
Sherbrooke,VIC,3789,158,-37.8799,145.3627
Junabee,QLD,4370,158,-28.247,152.1466
Acland,QLD,4401,158,-27.3071,151.6897
Irvingdale,QLD,4404,158,-27.1541,151.4602
Kalpowar,QLD,4630,158,-24.6946,151.312
Cape Cleveland,QLD,4810,158,-19.3475,147.0392
Whyanbeel,QLD,4873,158,-16.3786,145.3457
Sceale Bay,SA,5680,158,-33.0288,134.2019
Karlgarin,WA,6358,158,-32.4667,118.6872
Boodarie,WA,6722,158,-20.4622,118.5702
Camballin,WA,6728,158,-18.0158,124.1539
Bucketty,NSW,2250,157,-33.1136,151.1625
Ulamambri,NSW,2357,157,-31.3252,149.4107
Yetman,NSW,2410,157,-28.9363,150.7787
Missabotti,NSW,2449,157,-30.5797,152.8111
Parkesbourne,NSW,2580,157,-34.7511,149.5379
Rankins Springs,NSW,2669,157,-33.8411,146.2211
Burraga,NSW,2795,157,-33.9318,149.5354
Bellarine,VIC,3223,157,-38.1364,144.6219
Walpeup,VIC,3507,157,-35.1308,142.0284
Murrabit,VIC,3579,157,-35.5315,143.9527
Indigo Valley,VIC,3688,157,-36.1813,146.7448
Clematis,VIC,3782,157,-37.9322,145.4201
Trafalgar South,VIC,3824,157,-38.2446,146.1557
Cooloolabin,QLD,4560,157,-26.5541,152.9039
Iama Island,QLD,4875,157,-9.8994,142.7691
Skye,SA,5072,157,-34.9253,138.6924
Moorook South,SA,5332,157,-34.2919,140.365
Darke Peak,SA,5642,157,-33.4524,136.1916
Rudall,SA,5642,157,-33.6996,136.2505
Bejoording,WA,6566,157,-31.3863,116.5244
Pithara,WA,6608,157,-30.3923,116.6692
South Bruny,TAS,7150,157,-43.3804,147.2442
Ali Curung,NT,0872,156,-21.0027,134.4043
Abernethy,NSW,2325,156,-32.8812,151.3966
Clothiers Creek,NSW,2484,156,-28.3328,153.4876
Bald Hills,NSW,2549,156,-36.9159,149.8482
Springside,NSW,2800,156,-33.3754,149.0575
Nevertire,NSW,2826,156,-31.8529,147.6873
Glen Davis,NSW,2846,156,-33.1278,150.2067
Turill,NSW,2850,156,-32.1447,149.8619
Patchewollock,VIC,3491,156,-35.3844,142.1955
Buffalo River,VIC,3737,156,-36.6279,146.6885
Kongwak,VIC,3951,156,-38.5105,145.7104
Norwell,QLD,4208,156,-27.7764,153.3123
Hebel,QLD,4486,156,-28.959,147.7369
Burrum River,QLD,4659,156,-25.2741,152.5849
Lake Barrine,QLD,4884,156,-17.2589,145.6436
Middlesex,WA,6258,156,-34.302,116.1558
Minimbah,NSW,2312,155,-32.1509,152.3669
Woolbrook,NSW,2354,155,-30.9696,151.3332
Bunyah,NSW,2429,155,-32.1575,152.2045
Meerschaum Vale,NSW,2477,155,-28.9242,153.4213
Bethungra,NSW,2590,155,-34.7596,147.8449
Hampton,NSW,2790,155,-33.6511,150.042
Running Stream,NSW,2850,155,-33.045,149.88
Toolleen,VIC,3551,155,-36.7253,144.672
Koyuga,VIC,3622,155,-36.2216,144.8944
Koonoomoo,VIC,3644,155,-35.8774,145.5697
St James,VIC,3727,155,-36.2648,145.886
Steels Creek,VIC,3775,155,-37.5866,145.3788
Hernes Oak,VIC,3825,155,-38.2184,146.2921
Mardan,VIC,3953,155,-38.473,146.1228
Munbilla,QLD,4309,155,-27.8771,152.6574
Crossdale,QLD,4312,155,-27.1506,152.5759
Ramsay,QLD,4358,155,-27.7134,151.9747
Wellesley,QLD,4417,155,-27.2392,149.0232
Bilyana,QLD,4854,155,-18.1198,145.921
Topaz,QLD,4885,155,-17.4149,145.715
Wistow,SA,5251,155,-35.1155,138.9006
Highbury,WA,6313,155,-33.068,117.2223
Ballidu,WA,6606,155,-30.5953,116.7709
Tunnack,TAS,7120,155,-42.4687,147.4555
Mount White,NSW,2250,154,-33.4513,151.1853
Silverwater,NSW,2264,154,-33.1025,151.5622
Buchanan,NSW,2323,154,-32.8265,151.5201
Bunnan,NSW,2337,154,-32.0438,150.5919
Winton,NSW,2344,154,-31.0756,150.7423
Thora,NSW,2454,154,-30.4232,152.7835
Pumpenbil,NSW,2484,154,-28.3764,153.1583
Kawarren,VIC,3249,154,-38.4928,143.5836
Colignan,VIC,3494,154,-34.5324,142.3676
Kiamba,QLD,4560,154,-26.5749,152.9069
Crystal Brook,QLD,4800,154,-20.367,148.4734
Wujal Wujal,QLD,4895,154,-15.9475,145.3182
Woods Point,SA,5253,154,-35.2229,139.382
Tooperang,SA,5255,154,-35.376,138.7113
Oodnadatta,SA,5734,154,-27.5492,135.4485
Shackleton,WA,6386,154,-31.9417,117.8504
Hellyer,TAS,7321,154,-40.8733,145.4409
Barunga,NT,0852,153,-14.5249,132.8659
Nelsons Plains,NSW,2324,153,-32.7182,151.7159
Middle Brook,NSW,2337,153,-31.9889,150.8297
Boomi,NSW,2405,153,-28.7252,149.5904
Cawdor,NSW,2570,153,-34.0931,150.6691
Fitzroy Falls,NSW,2577,153,-34.6441,150.4715
Lidster,NSW,2800,153,-33.3049,148.929
Berriwillock,VIC,3531,153,-35.639,142.9801
Emu Creek,VIC,3551,153,-36.8397,144.3503
Narracan,VIC,3824,153,-38.2612,146.2311
Bemm River,VIC,3889,153,-37.7555,148.9632
Spring Creek,QLD,4343,153,-27.4608,152.3426
Paterson,QLD,4570,153,-25.8947,152.5159
